country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Denmark,DK,2021-24,GISAID,1659,1091,65.8,Yes,B.1.640,0,1091,0.0
Denmark,DK,2021-24,GISAID,1659,1091,65.8,Yes,Other,996,1091,91.3
Denmark,DK,2021-24,GISAID,1659,1091,65.8,Yes,P.1,4,1091,0.4
Denmark,DK,2021-24,GISAID,1659,1091,65.8,Yes,UNK,0,,
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,B.1.1.529,0,973,0.0
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,B.1.351,2,973,0.2
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,B.1.617.2,329,973,33.8
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,B.1.640,0,973,0.0
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,Other,636,973,65.4
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,P.1,6,973,0.6
Denmark,DK,2021-25,GISAID,1324,973,73.5,Yes,UNK,0,,
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,B.1.1.529,0,2153,0.0
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,B.1.351,10,2153,0.5
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,B.1.617.2,1465,2153,68.0
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,B.1.640,0,2153,0.0
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,Other,674,2153,31.3
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,P.1,4,2153,0.2
Denmark,DK,2021-26,GISAID,2681,2153,80.3,Yes,UNK,0,,
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,B.1.1.529,0,2971,0.0
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,B.1.351,0,2971,0.0
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,B.1.617.2,2575,2971,86.7
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,B.1.640,0,2971,0.0
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,Other,393,2971,13.2
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,P.1,3,2971,0.1
Denmark,DK,2021-27,GISAID,4621,2971,64.3,Yes,UNK,0,,
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,B.1.1.529,0,6094,0.0
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,B.1.351,1,6094,0.0
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,B.1.617.2,5758,6094,94.5
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,B.1.640,0,6094,0.0
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,Other,332,6094,5.4
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,P.1,3,6094,0.0
Denmark,DK,2021-28,GISAID,6823,6094,89.3,Yes,UNK,0,,
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,B.1.1.529,0,4782,0.0
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,B.1.351,1,4782,0.0
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,B.1.617.2,4653,4782,97.3
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,B.1.640,0,4782,0.0
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,Other,128,4782,2.7
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,P.1,0,4782,0.0
Denmark,DK,2021-29,GISAID,5299,4782,90.2,Yes,UNK,0,,
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,B.1.1.529,0,5547,0.0
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,B.1.351,0,5547,0.0
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,B.1.617.2,5488,5547,98.9
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,B.1.640,0,5547,0.0
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,Other,58,5547,1.0
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,P.1,1,5547,0.0
Denmark,DK,2021-30,GISAID,6256,5547,88.7,Yes,UNK,0,,
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,B.1.1.529,0,5371,0.0
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,B.1.351,0,5371,0.0
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,B.1.617.2,5328,5371,99.2
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,B.1.640,0,5371,0.0
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,Other,43,5371,0.8
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,P.1,0,5371,0.0
Denmark,DK,2021-31,GISAID,6360,5371,84.4,Yes,UNK,0,,
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,B.1.1.529,0,5827,0.0
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,B.1.351,0,5827,0.0
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,B.1.617.2,5804,5827,99.6
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,B.1.640,0,5827,0.0
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,Other,23,5827,0.4
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,P.1,0,5827,0.0
Denmark,DK,2021-32,GISAID,6869,5827,84.8,Yes,UNK,0,,
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,B.1.1.529,0,5429,0.0
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,B.1.351,0,5429,0.0
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,B.1.617.2,5420,5429,99.8
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,B.1.640,0,5429,0.0
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,Other,9,5429,0.2
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,P.1,0,5429,0.0
Denmark,DK,2021-33,GISAID,5675,5429,95.7,Yes,UNK,0,,
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,B.1.1.529,0,5217,0.0
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,B.1.351,0,5217,0.0
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,B.1.617.2,5214,5217,99.9
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,B.1.640,0,5217,0.0
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,Other,3,5217,0.1
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,P.1,0,5217,0.0
Denmark,DK,2021-34,GISAID,5292,5217,98.6,Yes,UNK,0,,
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,B.1.1.529,0,3526,0.0
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,B.1.351,0,3526,0.0
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,B.1.617.2,3524,3526,99.9
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,B.1.640,0,3526,0.0
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,Other,2,3526,0.1
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,P.1,0,3526,0.0
Denmark,DK,2021-35,GISAID,2937,3526,100.0,Yes,UNK,0,,
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,B.1.1.529,0,2677,0.0
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,B.1.351,0,2677,0.0
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,B.1.617.2,2676,2677,100.0
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,B.1.640,0,2677,0.0
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,Other,1,2677,0.0
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,P.1,0,2677,0.0
Denmark,DK,2021-36,GISAID,3219,2677,83.2,Yes,UNK,0,,
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,B.1.1.529,0,1908,0.0
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,B.1.351,0,1908,0.0
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,B.1.617.2,1907,1908,99.9
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,B.1.640,0,1908,0.0
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,Other,1,1908,0.1
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,P.1,0,1908,0.0
Denmark,DK,2021-37,GISAID,2192,1908,87.0,Yes,UNK,0,,
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,B.1.1.529,0,2233,0.0
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,B.1.351,0,2233,0.0
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,B.1.617.2,2232,2233,100.0
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,B.1.640,0,2233,0.0
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,Other,1,2233,0.0
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,P.1,0,2233,0.0
Denmark,DK,2021-38,GISAID,2536,2233,88.1,Yes,UNK,0,,
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,B.1.1.529,0,2645,0.0
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,B.1.351,0,2645,0.0
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,B.1.617.2,2645,2645,100.0
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,B.1.640,0,2645,0.0
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,Other,0,2645,0.0
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,P.1,0,2645,0.0
Denmark,DK,2021-39,GISAID,3038,2645,87.1,Yes,UNK,0,,
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,B.1.1.529,0,3418,0.0
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,B.1.351,0,3418,0.0
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,B.1.617.2,3418,3418,100.0
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,B.1.640,0,3418,0.0
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,Other,0,3418,0.0
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,P.1,0,3418,0.0
Denmark,DK,2021-40,GISAID,4083,3418,83.7,Yes,UNK,0,,
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,B.1.1.529,0,4244,0.0
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,B.1.351,0,4244,0.0
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,B.1.617.2,4244,4244,100.0
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,B.1.640,0,4244,0.0
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,Other,0,4244,0.0
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,P.1,0,4244,0.0
Denmark,DK,2021-41,GISAID,5035,4244,84.3,Yes,UNK,0,,
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,B.1.1.529,0,7262,0.0
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,B.1.351,0,7262,0.0
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,B.1.617.2,7261,7262,100.0
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,B.1.640,0,7262,0.0
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,Other,1,7262,0.0
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,P.1,0,7262,0.0
Denmark,DK,2021-42,GISAID,8671,7262,83.8,Yes,UNK,0,,
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,B.1.1.529,0,8253,0.0
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,B.1.351,0,8253,0.0
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,B.1.617.2,8252,8253,100.0
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,B.1.640,0,8253,0.0
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,Other,1,8253,0.0
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,P.1,0,8253,0.0
Denmark,DK,2021-43,GISAID,11889,8253,69.4,Yes,UNK,0,,
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,B.1.1.529,0,11013,0.0
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,B.1.351,0,11013,0.0
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,B.1.617.2,11013,11013,100.0
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,B.1.640,0,11013,0.0
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,Other,0,11013,0.0
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,P.1,0,11013,0.0
Denmark,DK,2021-44,GISAID,15997,11014,68.9,Yes,UNK,0,,
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,B.1.1.529,0,11301,0.0
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,B.1.351,0,11301,0.0
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,B.1.617.2,11300,11301,100.0
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,B.1.640,0,11301,0.0
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,Other,1,11301,0.0
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,P.1,0,11301,0.0
Denmark,DK,2021-45,GISAID,22712,11301,49.8,Yes,UNK,0,,
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,B.1.1.529,0,11470,0.0
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,B.1.351,0,11470,0.0
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,B.1.617.2,11470,11470,100.0
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,B.1.640,0,11470,0.0
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,Other,0,11470,0.0
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,P.1,0,11470,0.0
Denmark,DK,2021-46,GISAID,28111,11470,40.8,Yes,UNK,0,,
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,B.1.1.529,10,12376,0.1
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,B.1.351,0,12376,0.0
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,B.1.617.2,12365,12376,99.9
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,B.1.640,0,12376,0.0
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,Other,1,12376,0.0
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,P.1,0,12376,0.0
Denmark,DK,2021-47,GISAID,24896,12376,49.7,Yes,UNK,0,,
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,B.1.1.529,278,17522,1.6
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,B.1.351,0,17522,0.0
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,B.1.617.2,17241,17522,98.4
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,B.1.640,0,17522,0.0
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,Other,3,17522,0.0
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,P.1,0,17522,0.0
Denmark,DK,2021-48,GISAID,34085,17522,51.4,Yes,UNK,0,,
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,B.1.1.529,1312,13169,10.0
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,B.1.351,0,13169,0.0
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,B.1.617.2,11855,13169,90.0
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,B.1.640,0,13169,0.0
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,Other,2,13169,0.0
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,P.1,0,13169,0.0
Denmark,DK,2021-49,GISAID,41455,13169,31.8,Yes,UNK,0,,
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,B.1.1.529,3257,6934,47.0
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,B.1.351,0,6934,0.0
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,B.1.617.2,3674,6934,53.0
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,B.1.640,0,6934,0.0
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,Other,3,6934,0.0
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,P.1,0,6934,0.0
Denmark,DK,2021-50,GISAID,74581,6935,9.3,Yes,UNK,1,,
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,B.1.1.529,3409,4648,73.3
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,B.1.351,0,4648,0.0
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,B.1.617.2,1237,4648,26.6
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,B.1.640,0,4648,0.0
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,Other,2,4648,0.0
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,P.1,0,4648,0.0
Denmark,DK,2021-51,GISAID,76297,4648,6.1,Yes,UNK,0,,
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,B.1.1.529,9469,10308,91.9
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,B.1.351,0,10308,0.0
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,B.1.617.2,838,10308,8.1
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,B.1.640,0,10308,0.0
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,Other,1,10308,0.0
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,P.1,0,10308,0.0
Denmark,DK,2021-52,GISAID,120788,10311,8.5,Yes,UNK,3,,
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,B.1.1.529,8531,8845,96.4
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,B.1.351,0,8845,0.0
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,B.1.617.2,313,8845,3.5
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,B.1.640,0,8845,0.0
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,Other,1,8845,0.0
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,P.1,0,8845,0.0
Denmark,DK,2022-01,GISAID,128233,8852,6.9,Yes,UNK,7,,
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,B.1.1.529,12851,12963,99.1
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,B.1.351,0,12963,0.0
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,B.1.617.2,111,12963,0.9
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,B.1.640,0,12963,0.0
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,Other,1,12963,0.0
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,P.1,0,12963,0.0
Denmark,DK,2022-02,GISAID,172916,12976,7.5,Yes,UNK,13,,
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,B.1.1.529,15868,15915,99.7
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,B.1.351,0,15915,0.0
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,B.1.617.2,47,15915,0.3
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,B.1.640,0,15915,0.0
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,Other,0,15915,0.0
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,P.1,0,15915,0.0
Denmark,DK,2022-03,GISAID,268365,15927,5.9,Yes,UNK,12,,
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,B.1.1.529,13496,13506,99.9
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,B.1.351,0,13506,0.0
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,B.1.617.2,9,13506,0.1
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,B.1.640,0,13506,0.0
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,Other,1,13506,0.0
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,P.1,0,13506,0.0
Denmark,DK,2022-04,GISAID,281574,13523,4.8,Yes,UNK,17,,
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,B.1.1.529,10903,10910,99.9
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,B.1.351,0,10910,0.0
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,B.1.617.2,5,10910,0.0
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,B.1.640,0,10910,0.0
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,Other,2,10910,0.0
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,P.1,0,10910,0.0
Denmark,DK,2022-05,GISAID,175857,10924,6.2,Yes,UNK,14,,
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,B.1.1.529,12573,12575,100.0
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,B.1.351,0,12575,0.0
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,B.1.617.2,2,12575,0.0
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,B.1.640,0,12575,0.0
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,Other,0,12575,0.0
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,P.1,0,12575,0.0
Denmark,DK,2022-06,GISAID,297526,12586,4.2,Yes,UNK,11,,
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,B.1.1.529,13866,13867,100.0
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,B.1.351,0,13867,0.0
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,B.1.617.2,1,13867,0.0
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,B.1.640,0,13867,0.0
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,Other,0,13867,0.0
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,P.1,0,13867,0.0
Denmark,DK,2022-07,GISAID,225735,13878,6.1,Yes,UNK,11,,
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,B.1.1.529,13792,13795,100.0
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,B.1.351,0,13795,0.0
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,B.1.617.2,2,13795,0.0
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,B.1.640,0,13795,0.0
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,Other,1,13795,0.0
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,P.1,0,13795,0.0
Denmark,DK,2022-08,GISAID,143357,13817,9.6,Yes,UNK,22,,
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,B.1.1.529,12792,12793,100.0
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,B.1.351,0,12793,0.0
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,B.1.617.2,1,12793,0.0
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,B.1.640,0,12793,0.0
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,Other,0,12793,0.0
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,P.1,0,12793,0.0
Denmark,DK,2022-09,GISAID,104474,12811,12.3,Yes,UNK,18,,
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,B.1.1.529,12761,12762,100.0
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,B.1.351,0,12762,0.0
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,B.1.617.2,1,12762,0.0
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,B.1.640,0,12762,0.0
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,Other,0,12762,0.0
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,P.1,0,12762,0.0
Denmark,DK,2022-10,GISAID,75848,12777,16.8,Yes,UNK,15,,
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,B.1.1.529,10257,10257,100.0
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,B.1.351,0,10257,0.0
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,B.1.617.2,0,10257,0.0
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,B.1.640,0,10257,0.0
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,Other,0,10257,0.0
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,P.1,0,10257,0.0
Denmark,DK,2022-11,GISAID,47937,10277,21.4,Yes,UNK,20,,
Denmark,DK,2021-20,TESSy,6886,5290,76.8,Yes,B.1.1.7,5178,5290,97.9
Denmark,DK,2021-20,TESSy,6886,5290,76.8,Yes,B.1.1.7+E484K,71,5290,1.3
Denmark,DK,2021-20,TESSy,6886,5290,76.8,Yes,B.1.617.2,8,5290,0.2
Denmark,DK,2021-20,TESSy,6886,5290,76.8,Yes,B.1.621,4,5290,0.1
Denmark,DK,2021-20,TESSy,6886,5290,76.8,Yes,Other,20,5290,0.4
Denmark,DK,2021-20,TESSy,6886,5290,76.8,Yes,P.1,9,5290,0.2
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,B.1.1.7,4840,4942,97.9
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,B.1.1.7+E484K,42,4942,0.8
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,B.1.351,4,4942,0.1
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,B.1.525,2,4942,0.0
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,B.1.617.2,14,4942,0.3
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,B.1.621,28,4942,0.6
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,Other,6,4942,0.1
Denmark,DK,2021-21,TESSy,6714,4942,73.6,Yes,P.1,6,4942,0.1
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,B.1.1.7,4394,4480,98.1
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,B.1.1.7+E484K,29,4480,0.6
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,B.1.351,1,4480,0.0
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,B.1.617.2,31,4480,0.7
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,B.1.621,13,4480,0.3
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,Other,6,4480,0.1
Denmark,DK,2021-22,TESSy,5666,4480,79.1,Yes,P.1,6,4480,0.1
Denmark,DK,2021-23,TESSy,2823,2496,88.4,Yes,B.1.1.7,2418,2496,96.9
Denmark,DK,2021-23,TESSy,2823,2496,88.4,Yes,B.1.1.7+E484K,6,2496,0.2
Denmark,DK,2021-23,TESSy,2823,2496,88.4,Yes,B.1.351,1,2496,0.0
Denmark,DK,2021-23,TESSy,2823,2496,88.4,Yes,B.1.617.2,64,2496,2.6
